"ar","lengd","bottom_temp","NW","NE","SW","SE","sum_fjoldi","cum","max(cum)","per"
2015,27,-0.3,"0","0","0","1",0,0,0,NA
2015,36,-0.3,"0","0","0","1",0,0,0,NA
2015,38,-0.3,"0","0","0","1",0,0,0,NA
2015,38,2.9,"0","1","0","0",0,0,0,NA
2015,43,-0.3,"0","1","0","0",0,0,0,NA
2015,43,0.5,"0","1","0","0",0,0,0,NA
2015,44,-0.5,"1","0","0","0",0,0,0,NA
2015,44,-0.3,"0","0","0","1",0,0,0,NA
2015,44,-0.3,"0","1","0","0",0,0,0,NA
2015,45,-0.5,"1","0","0","0",0,0,0,NA
2015,45,-0.3,"0","0","0","1",0,0,0,NA
2015,45,-0.3,"0","1","0","0",0,0,0,NA
2015,45,0,"0","1","0","0",0,0,0,NA
2015,45,0.4,"1","0","0","0",0,0,0,NA
2015,45,0.5,"0","0","0","1",0,0,0,NA
2015,46,-0.5,"0","0","0","1",0,0,0,NA
2015,46,-0.3,"0","0","0","1",0,0,0,NA
2015,46,-0.2,"0","1","0","0",0,0,0,NA
2015,46,0.5,"0","1","0","0",0,0,0,NA
2015,47,-0.5,"0","0","0","1",0,0,0,NA
2015,47,-0.5,"1","0","0","0",0,0,0,NA
2015,47,-0.3,"0","0","0","1",0,0,0,NA
2015,47,-0.3,"0","1","0","0",0,0,0,NA
2015,47,-0.2,"0","1","0","0",0,0,0,NA
2015,47,0.2,"0","0","0","1",0,0,0,NA
2015,47,0.5,"0","1","0","0",0,0,0,NA
2015,47,0.8,"1","0","0","0",0,0,0,NA
2015,47,1.3,"0","0","0","1",0,0,0,NA
2015,48,-0.5,"0","0","0","1",0,0,0,NA
2015,48,-0.5,"1","0","0","0",0,0,0,NA
2015,48,-0.3,"0","0","0","1",0,0,0,NA
2015,48,-0.2,"0","1","0","0",0,0,0,NA
2015,48,0.2,"0","0","0","1",0,0,0,NA
2015,48,0.5,"0","1","0","0",0,0,0,NA
2015,48,0.8,"1","0","0","0",0,0,0,NA
2015,48,1.3,"0","0","0","1",0,0,0,NA
2015,48,1.5,"0","0","0","1",0,0,0,NA
2015,49,-0.5,"0","0","0","1",0,0,0,NA
2015,49,-0.3,"0","0","0","1",0,0,0,NA
2015,49,-0.3,"0","1","0","0",0,0,0,NA
2015,49,-0.2,"0","1","0","0",0,0,0,NA
2015,49,0.2,"0","0","0","1",0,0,0,NA
2015,49,0.5,"0","1","0","0",0,0,0,NA
2015,49,0.8,"1","0","0","0",0,0,0,NA
2015,49,1.3,"0","0","0","1",0,0,0,NA
2015,49,2.2,"0","1","0","0",0,0,0,NA
2015,49,3,"0","1","0","0",0,0,0,NA
2015,50,-0.5,"0","0","0","1",0,0,0,NA
2015,50,-0.3,"0","0","0","1",0,0,0,NA
2015,50,-0.3,"0","1","0","0",0,0,0,NA
2015,50,-0.2,"0","1","0","0",0,0,0,NA
2015,50,0.2,"0","0","0","1",0,0,0,NA
2015,50,0.5,"0","1","0","0",0,0,0,NA
2015,50,0.8,"1","0","0","0",0,0,0,NA
2015,50,2.7,"0","1","0","0",0,0,0,NA
2015,51,-0.5,"0","0","0","1",0,0,0,NA
2015,51,-0.5,"1","0","0","0",0,0,0,NA
2015,51,-0.3,"0","0","0","1",0,0,0,NA
2015,51,-0.3,"0","1","0","0",0,0,0,NA
2015,51,-0.2,"0","1","0","0",0,0,0,NA
2015,51,0.2,"0","0","0","1",0,0,0,NA
2015,51,0.4,"1","0","0","0",0,0,0,NA
2015,51,0.5,"0","1","0","0",0,0,0,NA
2015,51,0.8,"1","0","0","0",0,0,0,NA
2015,51,1.3,"0","0","0","1",0,0,0,NA
2015,52,-0.5,"0","0","0","1",0,0,0,NA
2015,52,-0.5,"1","0","0","0",0,0,0,NA
2015,52,-0.3,"0","0","0","1",0,0,0,NA
2015,52,-0.3,"0","1","0","0",0,0,0,NA
2015,52,-0.2,"0","1","0","0",0,0,0,NA
2015,52,0,"0","1","0","0",0,0,0,NA
2015,52,0.2,"0","0","0","1",0,0,0,NA
2015,52,0.5,"0","0","0","1",0,0,0,NA
2015,52,0.5,"0","1","0","0",0,0,0,NA
2015,52,0.8,"1","0","0","0",0,0,0,NA
2015,52,3,"0","1","0","0",0,0,0,NA
2015,53,-0.5,"0","0","0","1",0,0,0,NA
2015,53,-0.5,"1","0","0","0",0,0,0,NA
2015,53,-0.3,"0","0","0","1",0,0,0,NA
2015,53,-0.3,"0","1","0","0",0,0,0,NA
2015,53,-0.2,"0","1","0","0",0,0,0,NA
2015,53,0.2,"0","0","0","1",0,0,0,NA
2015,53,0.5,"0","1","0","0",0,0,0,NA
2015,53,0.8,"1","0","0","0",0,0,0,NA
2015,53,1.3,"0","0","0","1",0,0,0,NA
2015,53,3,"0","1","0","0",0,0,0,NA
2015,54,-0.6,"1","0","0","0",0,0,0,NA
2015,54,-0.5,"0","0","0","1",0,0,0,NA
2015,54,-0.5,"1","0","0","0",0,0,0,NA
2015,54,-0.3,"0","0","0","1",0,0,0,NA
2015,54,-0.3,"0","1","0","0",0,0,0,NA
2015,54,-0.2,"0","1","0","0",0,0,0,NA
2015,54,0.2,"0","0","0","1",0,0,0,NA
2015,54,0.4,"1","0","0","0",0,0,0,NA
2015,54,0.5,"0","1","0","0",0,0,0,NA
2015,54,0.8,"1","0","0","0",0,0,0,NA
2015,54,1.3,"0","0","0","1",0,0,0,NA
2015,55,-0.5,"0","0","0","1",0,0,0,NA
2015,55,-0.5,"1","0","0","0",0,0,0,NA
2015,55,-0.3,"0","0","0","1",0,0,0,NA
2015,55,-0.3,"0","1","0","0",0,0,0,NA
2015,55,-0.2,"0","1","0","0",0,0,0,NA
2015,55,0.1,"1","0","0","0",0,0,0,NA
2015,55,0.2,"0","0","0","1",0,0,0,NA
2015,55,0.4,"1","0","0","0",0,0,0,NA
2015,55,0.5,"0","1","0","0",0,0,0,NA
2015,55,0.8,"1","0","0","0",0,0,0,NA
2015,55,1.3,"0","0","0","1",0,0,0,NA
2015,55,2.6,"0","0","0","1",0,0,0,NA
2015,55,2.7,"1","0","0","0",1,1,1,1
2015,56,-0.6,"1","0","0","0",0,0,0,NA
2015,56,-0.5,"0","0","0","1",0,0,0,NA
2015,56,-0.5,"1","0","0","0",0,0,0,NA
2015,56,-0.3,"0","0","0","1",0,0,0,NA
2015,56,-0.3,"0","1","0","0",0,0,0,NA
2015,56,-0.2,"0","1","0","0",0,0,0,NA
2015,56,0,"0","1","0","0",0,0,0,NA
2015,56,0.2,"0","0","0","1",0,0,0,NA
2015,56,0.4,"1","0","0","0",0,0,0,NA
2015,56,0.5,"0","1","0","0",0,0,0,NA
2015,56,0.8,"1","0","0","0",0,0,0,NA
2015,56,2.1,"0","0","0","1",0,0,0,NA
2015,56,3,"0","1","0","0",0,0,0,NA
2015,57,-0.5,"0","0","0","1",0,0,0,NA
2015,57,-0.5,"1","0","0","0",0,0,0,NA
2015,57,-0.3,"0","0","0","1",0,0,0,NA
2015,57,-0.3,"0","1","0","0",0,0,0,NA
2015,57,-0.2,"0","1","0","0",0,0,0,NA
2015,57,0.2,"0","0","0","1",0,0,0,NA
2015,57,0.4,"1","0","0","0",0,0,0,NA
2015,57,0.5,"0","1","0","0",0,0,0,NA
2015,57,0.8,"1","0","0","0",0,0,0,NA
2015,57,3,"0","1","0","0",0,0,0,NA
2015,58,-0.5,"0","0","0","1",0,0,0,NA
2015,58,-0.5,"1","0","0","0",0,0,0,NA
2015,58,-0.2,"0","1","0","0",0,0,0,NA
2015,58,0.1,"1","0","0","0",0,0,0,NA
2015,58,0.2,"0","0","0","1",0,0,0,NA
2015,58,0.5,"0","1","0","0",0,0,0,NA
2015,58,0.8,"1","0","0","0",0,0,0,NA
2015,58,1.1,"0","0","0","1",0,0,0,NA
2015,58,1.3,"0","0","0","1",0,0,0,NA
2015,58,2.7,"0","1","0","0",0,0,0,NA
2015,59,-0.5,"0","0","0","1",0,0,0,NA
2015,59,-0.5,"1","0","0","0",0,0,0,NA
2015,59,-0.3,"0","0","0","1",0,0,0,NA
2015,59,-0.2,"0","1","0","0",0,0,0,NA
2015,59,0,"0","1","0","0",0,0,0,NA
2015,59,0.1,"1","0","0","0",0,0,0,NA
2015,59,0.2,"0","0","0","1",0,0,0,NA
2015,59,0.5,"0","1","0","0",0,0,0,NA
2015,59,0.8,"1","0","0","0",0,0,0,NA
2015,59,2.8,"0","0","0","1",0,0,0,NA
2015,60,-0.5,"0","0","0","1",0,0,0,NA
2015,60,-0.5,"1","0","0","0",0,0,0,NA
2015,60,-0.3,"0","0","0","1",0,0,0,NA
2015,60,-0.3,"0","1","0","0",0,0,0,NA
2015,60,-0.2,"0","1","0","0",0,0,0,NA
2015,60,0.2,"0","0","0","1",0,0,0,NA
2015,60,0.4,"1","0","0","0",0,0,0,NA
2015,60,0.5,"0","0","0","1",0,0,0,NA
2015,60,0.5,"0","1","0","0",0,0,0,NA
2015,60,0.8,"1","0","0","0",0,0,0,NA
2015,60,1.1,"0","0","0","1",0,0,0,NA
2016,38,-0.4,"0","0","0","1",0,0,0,NA
2016,39,-0.4,"0","0","0","1",0,0,0,NA
2016,44,-0.1,"0","0","0","1",0,0,0,NA
2016,44,0.1,"0","1","0","0",0,0,0,NA
2016,44,1.2,"0","0","0","1",0,0,0,NA
2016,45,-0.4,"0","0","0","1",0,0,0,NA
2016,45,0.1,"0","1","0","0",0,0,0,NA
2016,45,1.7,"0","0","0","1",0,0,0,NA
2016,46,-0.4,"0","0","0","1",0,0,0,NA
2016,46,-0.2,"1","0","0","0",1,1,1,1
2016,46,0.4,"0","1","0","0",0,0,0,NA
2016,46,0.7,"0","1","0","0",0,0,0,NA
2016,46,1.2,"0","0","0","1",0,0,0,NA
2016,47,-0.4,"0","0","0","1",0,0,0,NA
2016,47,0.1,"0","1","0","0",0,0,0,NA
2016,47,0.7,"0","1","0","0",0,0,0,NA
2016,47,1.2,"0","0","0","1",0,0,0,NA
2016,47,3,"0","0","0","1",0,0,0,NA
2016,48,-0.6,"0","0","0","1",0,0,0,NA
2016,48,-0.4,"0","0","0","1",0,0,0,NA
2016,48,0.1,"0","1","0","0",0,0,0,NA
2016,48,0.7,"0","1","0","0",0,0,0,NA
2016,49,-0.4,"0","0","0","1",0,0,0,NA
2016,49,-0.1,"1","0","0","0",0,0,0,NA
2016,49,0.1,"0","1","0","0",0,0,0,NA
2016,49,0.4,"0","1","0","0",0,0,0,NA
2016,49,0.7,"0","1","0","0",0,0,0,NA
2016,49,1.2,"0","0","0","1",0,0,0,NA
2016,50,-0.4,"0","0","0","1",0,0,0,NA
2016,50,-0.1,"1","0","0","0",0,0,0,NA
2016,50,0.1,"0","1","0","0",0,0,0,NA
2016,50,0.7,"0","1","0","0",0,0,0,NA
2016,50,0.9,"1","0","0","0",0,0,0,NA
2016,50,1.2,"0","0","0","1",0,0,0,NA
2016,50,2,"0","0","0","1",0,0,0,NA
2016,50,2.5,"0","0","0","1",0,0,0,NA
2016,50,2.9,"1","0","0","0",0,0,0,NA
2016,51,-0.4,"0","0","0","1",0,0,0,NA
2016,51,-0.2,"0","0","0","1",0,0,0,NA
2016,51,-0.1,"0","0","0","1",0,0,0,NA
2016,51,0.1,"0","1","0","0",0,0,0,NA
2016,51,0.7,"0","1","0","0",0,0,0,NA
2016,51,0.9,"0","1","0","0",0,0,0,NA
2016,51,1.2,"0","0","0","1",0,0,0,NA
2016,51,2,"0","0","0","1",0,0,0,NA
2016,51,2.3,"0","0","0","1",0,0,0,NA
2016,51,2.9,"1","0","0","0",0,0,0,NA
2016,51,4.3,"0","0","0","1",0,0,0,NA
2016,52,-0.4,"0","0","0","1",0,0,0,NA
2016,52,0.1,"0","1","0","0",0,0,0,NA
2016,52,0.7,"0","1","0","0",0,0,0,NA
2016,52,0.9,"0","1","0","0",0,0,0,NA
2016,52,0.9,"1","0","0","0",0,0,0,NA
2016,52,1.2,"0","0","0","1",0,0,0,NA
2016,52,1.2,"1","0","0","0",0,0,0,NA
2016,52,2.5,"0","0","0","1",0,0,0,NA
2016,52,2.6,"0","0","0","1",0,0,0,NA
2016,53,-0.4,"0","0","0","1",0,0,0,NA
2016,53,0.1,"0","1","0","0",0,0,0,NA
2016,53,0.4,"0","1","0","0",0,0,0,NA
2016,53,0.7,"0","1","0","0",0,0,0,NA
2016,53,0.9,"0","1","0","0",0,0,0,NA
2016,53,1.2,"0","0","0","1",0,0,0,NA
2016,53,1.2,"1","0","0","0",0,0,0,NA
2016,53,3.4,"0","0","0","1",0,0,0,NA
2016,54,-0.6,"0","0","0","1",0,0,0,NA
2016,54,-0.4,"0","0","0","1",0,0,0,NA
2016,54,-0.2,"0","0","0","1",0,0,0,NA
2016,54,-0.1,"1","0","0","0",0,0,0,NA
2016,54,0.1,"0","1","0","0",0,0,0,NA
2016,54,0.7,"0","1","0","0",0,0,0,NA
2016,54,0.9,"0","1","0","0",0,0,0,NA
2016,54,1.2,"0","0","0","1",0,0,0,NA
2016,54,1.2,"1","0","0","0",0,0,0,NA
2016,54,1.7,"0","0","0","1",0,0,0,NA
2016,54,2.3,"0","0","0","1",0,0,0,NA
2016,54,2.9,"1","0","0","0",0,0,0,NA
2016,55,-0.6,"0","0","0","1",0,0,0,NA
2016,55,-0.4,"0","0","0","1",0,0,0,NA
2016,55,-0.1,"1","0","0","0",0,0,0,NA
2016,55,0.1,"0","1","0","0",0,0,0,NA
2016,55,0.4,"0","1","0","0",0,0,0,NA
2016,55,0.7,"0","1","0","0",0,0,0,NA
2016,55,0.9,"0","1","0","0",0,0,0,NA
2016,55,1,"0","1","0","0",0,0,0,NA
2016,55,1.2,"0","0","0","1",0,0,0,NA
2016,55,1.2,"1","0","0","0",0,0,0,NA
2016,55,2,"0","0","0","1",0,0,0,NA
2016,55,3,"0","0","0","1",0,0,0,NA
2016,56,-0.4,"0","0","0","1",0,0,0,NA
2016,56,-0.1,"1","0","0","0",0,0,0,NA
2016,56,0.1,"0","1","0","0",0,0,0,NA
2016,56,0.7,"0","1","0","0",0,0,0,NA
2016,56,0.9,"0","1","0","0",0,0,0,NA
2016,56,1.2,"0","0","0","1",0,0,0,NA
2016,56,1.2,"1","0","0","0",0,0,0,NA
2016,56,2,"0","0","0","1",0,0,0,NA
2016,56,2.3,"0","0","0","1",0,0,0,NA
2016,56,2.7,"0","0","0","1",0,0,0,NA
2016,57,-0.4,"0","0","0","1",0,0,0,NA
2016,57,-0.1,"1","0","0","0",0,0,0,NA
2016,57,0.1,"0","1","0","0",0,0,0,NA
2016,57,0.4,"0","1","0","0",0,0,0,NA
2016,57,0.7,"0","1","0","0",0,0,0,NA
2016,57,0.9,"0","1","0","0",0,0,0,NA
2016,57,1.2,"0","0","0","1",0,0,0,NA
2016,57,1.2,"1","0","0","0",0,0,0,NA
2016,57,2.3,"0","0","0","1",0,0,0,NA
2016,57,2.7,"0","0","0","1",0,0,0,NA
2016,57,2.9,"1","0","0","0",0,0,0,NA
2016,58,-0.6,"0","0","0","1",0,0,0,NA
2016,58,-0.4,"0","0","0","1",0,0,0,NA
2016,58,-0.1,"0","0","0","1",0,0,0,NA
2016,58,0.1,"0","1","0","0",0,0,0,NA
2016,58,0.7,"0","1","0","0",0,0,0,NA
2016,58,0.9,"0","1","0","0",0,0,0,NA
2016,58,1.2,"0","0","0","1",0,0,0,NA
2016,58,1.2,"1","0","0","0",0,0,0,NA
2016,58,1.7,"0","0","0","1",0,0,0,NA
2016,58,2.7,"0","0","0","1",0,0,0,NA
2016,58,2.9,"1","0","0","0",0,0,0,NA
2016,59,-0.4,"0","0","0","1",0,0,0,NA
2016,59,0.1,"0","1","0","0",0,0,0,NA
2016,59,0.7,"0","1","0","0",0,0,0,NA
2016,59,0.9,"0","1","0","0",0,0,0,NA
2016,59,1.2,"0","0","0","1",0,0,0,NA
2016,59,1.2,"1","0","0","0",0,0,0,NA
2016,59,1.5,"0","1","0","0",0,0,0,NA
2016,59,1.7,"0","0","0","1",0,0,0,NA
2016,59,2,"0","0","0","1",0,0,0,NA
2016,59,2.3,"0","0","0","1",0,0,0,NA
2016,59,2.9,"1","0","0","0",0,0,0,NA
2016,60,-0.6,"0","0","0","1",0,0,0,NA
2016,60,-0.4,"0","0","0","1",0,0,0,NA
2016,60,-0.3,"1","0","0","0",0,0,0,NA
2016,60,-0.1,"1","0","0","0",0,0,0,NA
2016,60,0.1,"0","1","0","0",0,0,0,NA
2016,60,0.7,"0","1","0","0",0,0,0,NA
2016,60,0.9,"0","1","0","0",0,0,0,NA
2016,60,1.2,"0","0","0","1",0,0,0,NA
2016,60,1.2,"1","0","0","0",0,0,0,NA
2016,60,1.7,"0","0","0","1",0,0,0,NA
2017,28,2,"1","0","0","0",0,0,0,NA
2017,34,-0.3,"1","0","0","0",0,0,0,NA
2017,36,0.1,"0","0","0","1",0,0,0,NA
2017,38,0.2,"0","0","0","1",0,0,0,NA
2017,39,-0.3,"1","0","0","0",0,0,0,NA
2017,40,-0.3,"0","0","0","1",0,0,0,NA
2017,40,0.3,"0","1","0","0",0,0,0,NA
2017,41,0.3,"1","0","0","0",0,0,0,NA
2017,42,-0.1,"1","0","0","0",1,1,1,1
2017,43,-0.3,"0","0","0","1",0,0,0,NA
2017,43,-0.3,"1","0","0","0",0,0,0,NA
2017,44,-0.3,"1","0","0","0",0,0,0,NA
2017,44,0.3,"1","0","0","0",0,0,0,NA
2017,45,-0.3,"0","0","0","1",0,0,0,NA
2017,45,0,"1","0","0","0",0,0,0,NA
2017,45,0.2,"0","0","0","1",0,0,0,NA
2017,45,3.1,"0","0","0","1",0,0,0,NA
2017,46,-0.3,"0","0","0","1",0,0,0,NA
2017,46,0.3,"1","0","0","0",0,0,0,NA
2017,47,-0.3,"0","0","0","1",0,0,0,NA
2017,47,-0.1,"0","1","0","0",0,0,0,NA
2017,47,0.2,"0","0","0","1",0,0,0,NA
2017,48,-0.3,"0","0","0","1",0,0,0,NA
2017,48,0.1,"0","1","0","0",0,0,0,NA
2017,48,0.3,"0","1","0","0",0,0,0,NA
2017,48,3.1,"0","0","0","1",0,0,0,NA
2017,49,0.1,"0","1","0","0",0,0,0,NA
2017,49,3.1,"0","0","0","1",0,0,0,NA
2017,50,-0.3,"0","0","0","1",0,0,0,NA
2017,50,-0.1,"0","1","0","0",0,0,0,NA
2017,50,0.1,"0","0","0","1",0,0,0,NA
2017,50,0.3,"0","1","0","0",0,0,0,NA
2017,50,0.3,"1","0","0","0",0,0,0,NA
2017,51,-0.3,"0","0","0","1",0,0,0,NA
2017,51,-0.3,"1","0","0","0",0,0,0,NA
2017,51,-0.1,"0","1","0","0",0,0,0,NA
2017,51,0.2,"0","0","0","1",0,0,0,NA
2017,51,0.3,"0","1","0","0",0,0,0,NA
2017,52,-0.3,"0","0","0","1",0,0,0,NA
2017,52,-0.3,"1","0","0","0",0,0,0,NA
2017,52,-0.1,"0","1","0","0",0,0,0,NA
2017,52,0,"1","0","0","0",0,0,0,NA
2017,52,0.2,"0","0","0","1",0,0,0,NA
2017,52,0.2,"1","0","0","0",0,0,0,NA
2017,53,-0.3,"0","0","0","1",0,0,0,NA
2017,53,-0.3,"1","0","0","0",0,0,0,NA
2017,53,-0.1,"0","1","0","0",0,0,0,NA
2017,53,0.1,"0","1","0","0",0,0,0,NA
2017,53,0.3,"0","1","0","0",0,0,0,NA
2017,53,0.3,"1","0","0","0",0,0,0,NA
2017,53,0.7,"0","0","0","1",0,0,0,NA
2017,53,3.1,"0","0","0","1",0,0,0,NA
2017,54,-0.4,"1","0","0","0",0,0,0,NA
2017,54,-0.3,"0","0","0","1",0,0,0,NA
2017,54,-0.1,"0","1","0","0",0,0,0,NA
2017,54,0.2,"0","0","0","1",0,0,0,NA
2017,54,0.3,"0","1","0","0",0,0,0,NA
2017,54,0.3,"1","0","0","0",0,0,0,NA
2017,54,2.1,"0","1","0","0",0,0,0,NA
2017,54,4.5,"0","0","0","1",0,0,0,NA
2017,55,-0.3,"0","0","0","1",0,0,0,NA
2017,55,-0.1,"0","1","0","0",0,0,0,NA
2017,55,0.2,"0","0","0","1",0,0,0,NA
2017,56,-0.3,"0","0","0","1",0,0,0,NA
2017,56,-0.3,"1","0","0","0",0,0,0,NA
2017,56,0.1,"0","1","0","0",0,0,0,NA
2017,56,0.2,"0","0","0","1",0,0,0,NA
2017,56,0.3,"0","1","0","0",0,0,0,NA
2017,56,0.3,"1","0","0","0",0,0,0,NA
2017,57,-0.3,"0","0","0","1",0,0,0,NA
2017,57,-0.2,"1","0","0","0",0,0,0,NA
2017,57,-0.1,"0","1","0","0",0,0,0,NA
2017,57,0,"1","0","0","0",0,0,0,NA
2017,57,0.1,"0","1","0","0",0,0,0,NA
2017,57,0.2,"0","0","0","1",0,0,0,NA
2017,57,0.2,"1","0","0","0",0,0,0,NA
2017,57,0.3,"0","1","0","0",0,0,0,NA
2017,57,0.3,"1","0","0","0",0,0,0,NA
2017,57,0.7,"0","0","0","1",0,0,0,NA
2017,57,2.8,"1","0","0","0",0,0,0,NA
2017,57,3.1,"0","0","0","1",0,0,0,NA
2017,58,-0.3,"0","0","0","1",0,0,0,NA
2017,58,-0.1,"0","1","0","0",0,0,0,NA
2017,58,0.1,"0","1","0","0",0,0,0,NA
2017,58,0.2,"0","0","0","1",0,0,0,NA
2017,58,0.3,"0","1","0","0",0,0,0,NA
2017,58,0.3,"1","0","0","0",0,0,0,NA
2017,58,3,"0","0","0","1",0,0,0,NA
